index_raw	name	type	typecode	address	pname	cityname	adname	timestamp	longtitude	latitude
568	??????????????	????;??;??	170300	?????	20	???	???	8/27/2019 13:41	123.0689942	41.22139599
569	???????????????	????;????;????	170000	[]	20	???	???	9/3/2019 10:16	122.6715231	42.55181022
570	??????????????????	????;????;????	170000	???18???	20	???	???	9/7/2019 17:31	123.0691828	41.22135882
571	???????????????	????;????;????	170000	?????	20	???	???	8/20/2019 13:57	124.3012581	40.0133634
572	??????????????	????;??;??	170300	???	20	???	???	9/11/2019 10:56	123.0491766	42.35858555
573	????????????	????;??;??	170300	????50?	20	???	???	8/16/2019 14:06	122.8090998	39.64511258
574	???????????????	????;??;??	170300	101???50?	20	???	???	9/17/2019 14:10	123.281249	41.31987766
575	???????????????	????;??;??	170300	[]	20	???	???	8/27/2019 13:10	124.0869027	42.60153376
576	??????????????	????;??;??	170300	???????????300?	20	???	????	9/11/2019 12:57	122.5700792	40.59886251
577	?????????????	????;??;??	170200	?????	20	???	???	9/17/2019 15:28	124.0653563	43.03984576
578	????(?)?????	????;??;??	170300	????50?	20	???	????	8/20/2019 14:45	123.567111	41.94228498
579	??????????	????;??;??	170300	???????????150???	20	????	???	9/3/2019 19:07	120.1302578	40.1463965
580	?????????	????;??;??	170300	???????(?????)	20	???	???	8/1/2019 15:04	123.3326072	41.90329651
581	??????????????	????;??;??	170300	320?????????????????????	20	???	???	9/17/2019 13:56	123.1659069	41.19450753
582	???????	????;????;????	170000	????200?	20	???	????	8/2/2019 15:06	121.9427064	39.61392439
583	??????	????;????;????	170000	[]	20	????	???	8/15/2019 12:12	120.8470712	40.76914664
584	?????????	????;??;??	170300	??????????	20	???	???????????	8/24/2019 10:52	119.7527511	41.13883352
585	???????????	????;????;????	170000	????????????850?	20	???	???	9/9/2019 13:58	123.3061857	41.4358717
586	??????????	????;??;??	170200	????50?	20	???	???	8/21/2019 12:05	123.3365904	41.94372376
587	?????	????;??;??	170300	???????300?(????)	20	???	???	9/9/2019 14:49	121.7396903	39.12361818
588	????????????????????	????;??;??	170300	???	20	???	???	8/26/2019 23:12	124.0263901	43.19825713
589	???????????	????;??????;????????	170400	????100?	20	???	???	9/16/2019 17:44	122.9074062	41.13564014
590	??????????	????;??;??	170200	???	20	???	???	8/16/2019 18:06	121.8631701	39.15567533
591	?????????????	????;??;??	170200	??????20?	20	???	???	9/17/2019 17:11	122.8510651	41.07731678
593	???????????	????;??;??	170200	?????????	20	???	???????	8/16/2019 14:14	124.7627635	40.71015641
594	?????????	????;??????;??????	70000	304???917??????200?	20	???	???	8/30/2019 11:50	122.5038064	42.56303854
596	??????????	????;????;????	170000	???	20	???	????	8/22/2019 0:25	123.1073049	41.21720119
597	??????????	????;??????;??????	60000	322???50?	20	???	???	9/4/2019 9:04	122.906546	40.80732216
598	???????????	????;??????;??????	60000	???	20	???	???	8/27/2019 18:43	122.6425554	41.60732985
599	????????	????;??;??	170300	????150?	20	???	???	8/3/2019 11:51	123.890497	41.87983176
600	??????????	????;??;??	170300	???????	20	???	???????	8/16/2019 14:08	123.2944219	40.26557074
601	???????????????	????;??;??	170300	???	20	???	????	9/16/2019 17:10	123.5139172	41.57526314
602	??????????	????;??;??	170300	???28???	20	???	???	8/15/2019 13:22	121.3657349	41.17748318
603	????????????	????;??;??	170200	???????????????	20	???	???	9/11/2019 10:50	121.0787713	41.10670178
608	??????????	????;????;??????	60703	????70????	20	???	???	9/3/2019 23:18	122.7439025	40.84352172
609	??????????	????;????;??????	60703	????70????	20	???	???	9/3/2019 23:18	122.7439025	40.84352172
610	???????????	????;????;????	170000	??????????	20	???	????	8/22/2019 13:04	123.242996	41.67644061
611	??????????(?????)	????;????;??????	60703	???6-2???	20	???	???	9/5/2019 16:59	124.3692273	40.11776878
612	???????????	????;??????;??????	70000	211???50?	20	???	???	9/9/2019 15:25	122.4680942	41.16095813
613	?????????????	????;??;??	170200	???28?	20	???	???	9/3/2019 0:30	122.8402629	41.52488224
615	????????	????;??;??	170200	???????????	20	???	???????????	8/23/2019 12:56	119.753326	41.13824717
617	??????????	?????????;????;??????????	130104	????427	20	???	??	8/16/2019 14:15	121.2357526	41.53653977
619	????????????	?????????;????;??????????	130104	???8?	20	???	???	9/4/2019 22:56	124.1387845	39.88394032
620	????????????	?????????;????;??????????	130104	????28?	20	???	???	8/28/2019 21:27	124.0726717	40.44972845
622	???????????????	?????????;????;??????	130100	???231???	20	???	???	9/16/2019 16:10	122.7170934	41.48136915
623	????????????	?????????;????;??????????	130104	?????5?	20	????	???	8/16/2019 14:27	120.340314	40.32741549
624	????????????	?????????;????;??????????	130104	??????113?	20	???	???	9/2/2019 15:58	122.7215705	41.50994818
625	???????????	?????????;????;??????????	130104	?????168?	20	????	???	9/16/2019 16:54	120.311421	40.31924735
626	????????????	?????????;????;??????????	130103	?????12?	20	???	???	9/11/2019 12:09	122.2399502	40.67845693
627	????????????	?????????;????;??????????	130104	????7-5-62???	20	???	???	8/16/2019 14:15	121.7924151	41.59192254
628	????????????	?????????;????;??????????	130104	???696???	20	???	???	9/9/2019 13:17	123.4082925	42.5038296
629	????????????????(??????????????????)	?????????;????;??????????	130104	???????????????????????	20	???	???????	9/12/2019 17:06	123.2935809	40.26782962
630	??????????????	?????????;????;??????????	130104	???16?	20	???	???	9/3/2019 23:32	124.0663969	40.45126526
631	???????????????(????)	????;????;??????	60703	?????????????50?	20	???	???	8/26/2019 13:16	122.6276318	40.84688949
632	????????????	????;????;??????	60703	???210-2???	20	???	???	9/1/2019 10:08	123.3208396	41.42187803
634	??????????	?????????;????;??????	130100	S309(???)	20	???	???????	9/13/2019 14:48	123.2977447	40.28186965
635	??????????????	?????????;?????????;?????????	130000	???422-6???	20	???	???	9/15/2019 9:54	124.0500906	42.53657812
636	??????????????	?????????;????;??????????	130103	????38?	20	???	???	9/7/2019 17:44	123.1677374	41.25186542
637	???????????????	?????????;????;??????????	130104	????427	20	???	??	8/22/2019 15:58	121.2357526	41.53653977
638	??????????????(??????)	?????????;????;??????????	130104	????126?	20	???	???	9/16/2019 14:19	124.1420637	39.88066279
639	??????????????????	?????????;????;??????????	130103	???16?	20	???	???	8/16/2019 14:13	124.3828616	40.12641743
640	????????????????????	?????????;????;??????????	130104	????????????50?	20	???	???????	8/16/2019 14:11	125.3551641	41.26777646
641	?????????????????	?????????;????;??????????	130104	????	20	???	???????	9/13/2019 11:17	123.2935779	40.26782963
642	????????????????(???)	?????????;????;??????????	130104	???29???	20	???	???????	9/9/2019 10:12	123.2808455	40.27655231
643	??????????????????	????;??;??	170200	????100?	20	???	????	8/2/2019 13:19	123.5792842	41.95397094
646	?????????????	?????????;????;??????????	130104	???80?	20	???	???	8/19/2019 13:29	123.8500206	42.29641756
647	????????????	?????????;????;??????????	130103	???12-3???	20	???	???	8/22/2019 22:08	122.8230146	41.99674688
648	?????????(??????)	????;??;??|????;??;??	170300|170200	?????	20	???	???	9/16/2019 15:53	123.0692477	41.2212988
649	??????(???????)	????;??????;??????	60000	???????????50???	20	???	???	8/20/2019 15:20	121.1286414	41.12573928
650	?????????????????????	?????????;????;??????????	130104	????107???	20	???	???	8/27/2019 0:17	122.3369118	40.41420991
651	???????????????????	?????????;????;??????????	130104	???3?	20	???	????	9/17/2019 13:38	121.2620842	38.81143166
655	?????(????????????)	????;????/???;????/???	60200	?????	20	????	???	8/30/2019 21:41	120.310282	40.31884059
656	????????(????????????)	????;??????;??????	60000	?????132?	20	????	???	8/29/2019 11:58	120.314266	40.32076858
660	????(?????????????)	????;????/???;????/???	60200	?????143-3?	20	????	???	9/17/2019 11:26	120.3124073	40.32008028
662	?????	????;????/???;????/???	60200	????????????????300?	20	???	???	8/26/2019 10:11	123.464605	41.88573627
663	????	????;????;????	70500	???????????	20	???	???	9/13/2019 23:23	121.2564582	41.10874612
664	???????	????;????/???;????/???	60200	?????????????????????100?	20	???	???	8/31/2019 14:18	123.4657796	41.88684542
666	????	????;??????;??????	60000	???????????????????300?	20	???	???	8/28/2019 16:38	123.4659423	41.88539979
667	????	????;??????;??????	60000	???41-2??	20	???	???	8/31/2019 20:15	123.4411782	41.80484837
702	????????	????;??;??	170300	????2309?	19	???	???	9/5/2019 16:50	124.8406032	45.18209238
703	???????????????	????;??;??	170200	?????(???????)	19	???	???	8/15/2019 10:41	124.375218	43.12354767
704	?????	????;????;????	170000	[]	19	???	???	8/15/2019 13:33	126.6298778	43.85751272
705	?????	????;??;??	170300	302???50?	19	???	???	9/1/2019 20:02	125.8798602	43.74403768
706	??????	????;????;????	170000	???	19	???	???	8/28/2019 12:03	126.7901247	44.2902009
707	?????????????	????;????;????	170000	????48?	19	???	???	8/21/2019 15:23	126.0466803	42.68256513
708	???????	????;????;????	170000	[]	19	???	???	8/15/2019 13:42	125.0912172	44.5190928
709	????????	????;??;??	170300	??????14????????????	19	???	???	9/9/2019 14:43	125.5531945	42.67702424
710	??????	????;??;??	170300	????50?	19	???	???	8/16/2019 10:03	126.0347249	44.99639671
711	?????	????;??;??	170300	220???100???????	19	???	???	9/3/2019 20:41	122.7055189	45.32916779
712	????????	????;????;????	170000	202???150?	19	???	???	9/9/2019 16:15	126.0602201	42.9141892
713	???????	????;??;??	170300	????????	19	???	???	8/21/2019 15:28	127.5351217	42.3503907
714	???????	????;??;??	170300	207???50?	19	???	???	9/9/2019 15:06	123.1691238	44.43814797
715	???????	????;??;??	170300	207???50?	19	???	???	9/1/2019 9:24	123.1775995	44.42988599
716	????????	????;??;??	170300	?????????	19	????????	???	8/22/2019 19:34	129.5096179	42.93883208
717	???????????	????;??;??	170300	105???50?	19	???	???	8/16/2019 9:59	123.7703441	45.88643092
718	????????	????;????;????	170000	[]	19	???	???	9/2/2019 23:56	125.54649	44.60014023
719	??????????	????;??;??	170300	?????????????200?	19	???	???	9/16/2019 20:57	125.5382741	42.66110921
720	?????????????????	????;????;????	170000	????1482???	19	???	???	9/6/2019 10:41	124.8447019	45.16648332
721	??????????	????;??;??	170300	207???50?	19	???	???	8/22/2019 12:32	123.0376607	44.97146611
722	?????????	????;??;??	170300	????	19	???	???	9/6/2019 11:44	126.1211927	44.9820774
723	??????????????	????;????;????	170000	??????	19	???	???	8/27/2019 10:07	125.1674094	42.9372709
724	?????????????	????;????;????	170000	[]	19	???	???	9/6/2019 9:47	124.932697	45.1817347
725	??????????????	????;????;????	170000	????????????100?	19	???	???	8/16/2019 14:31	125.7329123	44.5252577
726	???????????	????;??;??	170300	???????????300?	19	???	???	8/23/2019 16:26	125.7342206	44.52343782
727	???????	????;??????;????	60501	G203(???)	19	???	???	9/2/2019 18:36	123.8429339	43.87348846
728	?????(????)	????;??;??	170300	?????50?	19	???	???	9/5/2019 16:33	122.8336185	45.63141806
729	????????	????;??;??	170300	052???50?	19	???	???	8/13/2019 13:44	124.3040253	43.32974237
730	?????????????	????;??;??	170200	????50?	19	???	???	9/9/2019 15:30	125.9274126	41.73598209
731	???????	????;??;??	170300	??????	19	???	???	9/11/2019 11:53	126.5289328	44.85363054
732	????????	????;??;??	170300	106???50?	19	???	???	8/21/2019 17:57	124.0425083	44.2826659
733	?????????????	????;??;??	170200	?????50?	19	???	???	9/6/2019 11:32	124.8589677	45.18346962
734	?????????????????	????;????;????	170000	????????	19	???	???	8/31/2019 12:09	126.1402892	44.78716556
735	?????????????	????;????;????	170000	035???202???????150?	19	???	???	9/8/2019 23:28	126.7186659	45.13404574
736	?????????	????;??????;??????	70000	???????????250?	19	???	???	9/16/2019 18:51	125.7956825	44.02965211
737	??????????	????;??;??	170200	???(???????)	19	????????	???	9/1/2019 18:25	129.5096712	42.9380595
738	?????????(?????)	????;????;??????	60703	???????????50?	19	???	???	9/17/2019 13:13	126.6113407	43.88633505
740	????????	????;????;??????	60703	????460???	19	???	???	9/13/2019 15:38	123.0752387	44.81411034
741	????????????????	????;??;??	170300	102???50?	19	???	????	8/16/2019 9:23	125.0447076	43.70090039
742	????	????;????;????	170000	?????????????100?	19	????????	???	8/28/2019 16:59	130.3569885	42.86409812
743	????	????;??;??	170200	302???50?	19	???	???????????	8/26/2019 22:19	124.4740828	45.30485902
744	?????????	????;??;??	170300	203???50?	19	???	???????????	9/17/2019 14:14	124.0676144	44.3506292
745	????????????	????;??;??	170300	??????????150?	19	???	???	9/17/2019 11:42	125.6291652	43.53755002
746	??????????	????;????;??????	60703	??????	19	???	????	8/2/2019 13:06	124.7113595	43.59382179
747	?????????	????;??;??	170300	?????100?	19	???	???	9/17/2019 14:26	124.3911335	43.20368403
748	????????????????	????;??;??	170300	???????????50?	19	???	???	9/11/2019 10:35	126.5317514	43.85115294
749	???????????	????;??;??	170300	???????	19	???	????	9/3/2019 16:19	125.6569605	42.50412171
750	????????????	?????????;????;??????|????;????;????	130100|170000	203???50?	19	???	???????????	9/16/2019 15:03	124.0676144	44.3506292
752	????????	????;??;??	170200	??????618?	19	???	???	8/28/2019 17:04	126.4208614	45.1316039
753	???????	????;????;??????	60703	???145???	19	???	????	9/17/2019 12:15	126.0418493	41.77328136
756	????????????	?????????;????;??????????	130103	???????????50?	19	????????	???	8/26/2019 11:16	129.423688	42.77260425
757	?????????????	????;????;??????	60703	???????	19	???	???	9/12/2019 21:22	125.9505521	41.73213529
758	??????????????	?????????;????;??????????	130103	???99?	19	???	???	8/22/2019 14:01	126.5494671	43.83798747
759	?????????????????	?????????;????;??????????	130104	?????????????50?	19	???	????????	8/20/2019 0:53	128.1900764	41.41658328
760	????????????????	????;????;??????	60703	???????	19	???	???	8/28/2019 12:22	125.95062	41.73209314
763	????????????	?????????;????;??????????	130103	???????????50?	19	????????	???	8/26/2019 11:16	129.423688	42.77260425
764	?????????????	????;????;??????	60703	???????	19	???	???	9/12/2019 21:22	125.9505521	41.73213529
766	??????????????	?????????;????;??????????	130103	???99?	19	???	???	8/22/2019 14:01	126.5494671	43.83798747
767	?????????????????	?????????;????;??????????	130104	?????????????50?	19	???	????????	8/20/2019 0:53	128.1900764	41.41658328
768	????????????????	????;????;??????	60703	???????	19	???	???	8/28/2019 12:22	125.95062	41.73209314
769	??????????????	?????????;?????????;?????????	130000	????166???	19	???	???	8/28/2019 12:50	125.2671864	43.89962357
770	???????????????	?????????;????;??????	130400	????50?	19	???	???	8/16/2019 9:58	125.9274126	41.73598709
771	?????????????????	?????????;????;??????	130400	????100?	19	???	???	9/6/2019 18:34	127.3148875	43.72136391
772	???????????	?????????;????;??????	130400	?????	19	???	???	9/8/2019 14:35	124.0281308	45.01458428
773	??????????????(????)	?????????;????;????????????	130102	???982??????????	19	???	???	8/19/2019 11:09	125.2677826	43.89960502
774	??????????????	????;????;????	60700	????585???	19	???	???	8/31/2019 12:28	122.7718675	45.33425687
775	?????	????;??;??|????;??;??	170200|170300	????14?	19	???	???	8/28/2019 17:38	122.8545666	45.62786427
779	????????	????;??????;??????	60000	???????	19	???	???	9/9/2019 14:09	125.6960382	44.52661859
781	???	????;????;????	170000	???????50?	0	????	???	8/30/2019 11:17	131.0762664	45.87356754
782	?????	????;????;????	170000	??????????????100?	0	????	???	9/5/2019 14:17	126.7145213	45.7067357
783	???????	????;????;????	170000	?????50?	0	????	???	9/7/2019 13:45	129.1121587	44.57299963
784	?????	????;????;????	170000	?????50?	0	????	???	8/27/2019 12:22	126.2471441	45.34347699
785	??????	????;??;??	170200	???????	0	???	???	9/9/2019 11:44	130.8413145	47.57337791
786	??????	????;????;????	170000	[]	0	????	???	9/3/2019 10:09	131.5457987	46.72314689
787	?????????	????;??;??	170300	?????50?	0	???	???	9/12/2019 17:50	130.9995597	45.29956354
788	???????	????;??;??	170300	????????19?	0	????	???	8/6/2019 13:36	130.5626253	45.75874017
789	?????	????;??;??	170300	???????34?8?	0	???	???	9/9/2019 13:33	130.836622	45.3442535
790	????????	????;??;??	170300	????50?	0	???	???	9/9/2019 13:02	130.4089923	48.89206249
791	???????	????;????;????	170000	102???150?	0	????	???	8/29/2019 11:46	126.3766121	45.4321215
792	????????????	????;????;????	170000	[]	0	????	???	8/29/2019 11:39	129.6979259	44.65169705
793	??????????	????;??;??	170300	?????150?	0	???	???	9/17/2019 11:29	128.8272633	47.8725544
794	?????????	????;??;??	170300	?????50?	0	????	???	9/6/2019 15:32	128.5709504	44.92240002
795	??????????	????;??????;????????	170400	????200?	0	????	???	9/6/2019 12:51	126.3249444	45.35924687
796	????????	????;????;????	170000	309???200?	0	???	???	9/4/2019 13:11	132.0482885	45.70192682
797	??????????	????;??????;????????	170400	????50?	0	????	???	8/25/2019 9:54	126.3258407	45.35744127
798	??????????	????;??;??	170300	????150?	0	????	???	9/2/2019 21:24	126.9375595	45.54447491
799	?????????	????;??;??	170300	???????????200?	0	???	??????????	9/16/2019 12:49	124.4273883	46.84642627
800	?????	????;????;????	170000	[]	0	????	???	9/16/2019 23:41	131.1364115	44.07116306
801	????????????	????;??;??	170300	????????	0	????	???	8/16/2019 10:16	132.6485435	47.25557497
802	?????????	????;??;??	170300	???????????50?	0	????	???	8/29/2019 11:54	129.8867062	46.71904433
